Timepoint,GOID_BiologicalProcess,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
d4,GO:0048708,astrocyte differentiation,9/354,86/23062,6.95E-06,5.76E-05,2.79E-05,ENSMUSG00000001911/ENSMUSG00000004040/ENSMUSG00000023992/ENSMUSG00000026728/ENSMUSG00000027358/ENSMUSG00000040249/ENSMUSG00000054252/ENSMUSG00000056054/ENSMUSG00000056071,9
d4,GO:0140694,non-membrane-bounded organelle assembly,19/354,378/23062,7.00E-06,5.79E-05,2.80E-05,ENSMUSG00000003283/ENSMUSG00000005103/ENSMUSG00000007815/ENSMUSG00000018501/ENSMUSG00000020612/ENSMUSG00000024790/ENSMUSG00000025337/ENSMUSG00000025809/ENSMUSG00000026879/ENSMUSG00000027613/ENSMUSG00000028419/ENSMUSG00000030470/ENSMUSG00000030744/ENSMUSG00000036006/ENSMUSG00000040025/ENSMUSG00000040952/ENSMUSG00000041560/ENSMUSG00000058587/ENSMUSG00000062825,19
d4,GO:0043277,apoptotic cell clearance,7/354,47/23062,7.02E-06,5.80E-05,2.81E-05,ENSMUSG00000001847/ENSMUSG00000023992/ENSMUSG00000024371/ENSMUSG00000026878/ENSMUSG00000037936/ENSMUSG00000040249/ENSMUSG00000049103,7
d4,GO:0071559,response to transforming growth factor beta,15/354,247/23062,7.13E-06,5.88E-05,2.85E-05,ENSMUSG00000004040/ENSMUSG00000020124/ENSMUSG00000020484/ENSMUSG00000024529/ENSMUSG00000026043/ENSMUSG00000026971/ENSMUSG00000027204/ENSMUSG00000027358/ENSMUSG00000029163/ENSMUSG00000029287/ENSMUSG00000039239/ENSMUSG00000040249/ENSMUSG00000052684/ENSMUSG00000055024/ENSMUSG00000059552,15
d4,GO:0045834,positive regulation of lipid metabolic process,13/354,188/23062,7.27E-06,5.99E-05,2.90E-05,ENSMUSG00000001847/ENSMUSG00000006699/ENSMUSG00000022708/ENSMUSG00000026385/ENSMUSG00000028455/ENSMUSG00000028874/ENSMUSG00000028991/ENSMUSG00000029648/ENSMUSG00000037706/ENSMUSG00000037936/ENSMUSG00000039206/ENSMUSG00000054252/ENSMUSG00000056492,13
d4,GO:0014065,phosphatidylinositol 3-kinase signaling,11/354,134/23062,7.30E-06,6.00E-05,2.90E-05,ENSMUSG00000004266/ENSMUSG00000015619/ENSMUSG00000018501/ENSMUSG00000020484/ENSMUSG00000020573/ENSMUSG00000023992/ENSMUSG00000026193/ENSMUSG00000028874/ENSMUSG00000029648/ENSMUSG00000039239/ENSMUSG00000041560,11
d4,GO:0016064,immunoglobulin mediated immune response,14/354,218/23062,7.63E-06,6.26E-05,3.03E-05,ENSMUSG00000004266/ENSMUSG00000023224/ENSMUSG00000023992/ENSMUSG00000024371/ENSMUSG00000028191/ENSMUSG00000030748/ENSMUSG00000033467/ENSMUSG00000036594/ENSMUSG00000037706/ENSMUSG00000039899/ENSMUSG00000043505/ENSMUSG00000060802/ENSMUSG00000071714/ENSMUSG00000090083,14
d4,GO:0007040,lysosome organization,9/354,87/23062,7.65E-06,6.26E-05,3.03E-05,ENSMUSG00000001751/ENSMUSG00000015656/ENSMUSG00000025949/ENSMUSG00000026878/ENSMUSG00000028419/ENSMUSG00000028991/ENSMUSG00000030105/ENSMUSG00000031696/ENSMUSG00000052688,9
d4,GO:0080171,lytic vacuole organization,9/354,87/23062,7.65E-06,6.26E-05,3.03E-05,ENSMUSG00000001751/ENSMUSG00000015656/ENSMUSG00000025949/ENSMUSG00000026878/ENSMUSG00000028419/ENSMUSG00000028991/ENSMUSG00000030105/ENSMUSG00000031696/ENSMUSG00000052688,9
d4,GO:0042102,positive regulation of T cell proliferation,10/354,110/23062,7.70E-06,6.29E-05,3.04E-05,ENSMUSG00000022488/ENSMUSG00000025383/ENSMUSG00000027843/ENSMUSG00000027962/ENSMUSG00000030744/ENSMUSG00000037706/ENSMUSG00000042682/ENSMUSG00000047139/ENSMUSG00000049103/ENSMUSG00000115338,10
d4,GO:0050858,negative regulation of antigen receptor-mediated signaling pathway,6/354,32/23062,8.11E-06,6.60E-05,3.20E-05,ENSMUSG00000004266/ENSMUSG00000022637/ENSMUSG00000027843/ENSMUSG00000032011/ENSMUSG00000036504/ENSMUSG00000050335,6
d4,GO:0002686,negative regulation of leukocyte migration,7/354,48/23062,8.11E-06,6.60E-05,3.20E-05,ENSMUSG00000004665/ENSMUSG00000022548/ENSMUSG00000024190/ENSMUSG00000029163/ENSMUSG00000036006/ENSMUSG00000044456/ENSMUSG00000061353,7
d4,GO:0009914,hormone transport,19/354,382/23062,8.13E-06,6.60E-05,3.20E-05,ENSMUSG00000001847/ENSMUSG00000004655/ENSMUSG00000006611/ENSMUSG00000006740/ENSMUSG00000015619/ENSMUSG00000020149/ENSMUSG00000021109/ENSMUSG00000024913/ENSMUSG00000024990/ENSMUSG00000025701/ENSMUSG00000027204/ENSMUSG00000028029/ENSMUSG00000028964/ENSMUSG00000030805/ENSMUSG00000036504/ENSMUSG00000040249/ENSMUSG00000041324/ENSMUSG00000050732/ENSMUSG00000051314,19
d4,GO:0032606,type I interferon production,10/354,111/23062,8.35E-06,6.78E-05,3.28E-05,ENSMUSG00000013236/ENSMUSG00000021270/ENSMUSG00000022708/ENSMUSG00000024404/ENSMUSG00000024844/ENSMUSG00000027843/ENSMUSG00000033107/ENSMUSG00000033124/ENSMUSG00000035692/ENSMUSG00000057666,10
d4,GO:0035264,multicellular organism growth,14/354,220/23062,8.47E-06,6.86E-05,3.32E-05,ENSMUSG00000004040/ENSMUSG00000018501/ENSMUSG00000021190/ENSMUSG00000022982/ENSMUSG00000026043/ENSMUSG00000028991/ENSMUSG00000029106/ENSMUSG00000029390/ENSMUSG00000032383/ENSMUSG00000055024/ENSMUSG00000055737/ENSMUSG00000057329/ENSMUSG00000059552/ENSMUSG00000075376,14
d4,GO:0007409,axonogenesis,22/354,493/23062,8.91E-06,7.20E-05,3.48E-05,ENSMUSG00000000861/ENSMUSG00000001847/ENSMUSG00000006740/ENSMUSG00000013236/ENSMUSG00000015619/ENSMUSG00000017485/ENSMUSG00000020431/ENSMUSG00000021270/ENSMUSG00000023175/ENSMUSG00000024621/ENSMUSG00000025809/ENSMUSG00000026193/ENSMUSG00000026728/ENSMUSG00000029580/ENSMUSG00000032011/ENSMUSG00000035027/ENSMUSG00000039239/ENSMUSG00000040249/ENSMUSG00000045382/ENSMUSG00000054252/ENSMUSG00000057329/ENSMUSG00000061353,22
d4,GO:0019724,B cell mediated immunity,14/354,221/23062,8.91E-06,7.20E-05,3.48E-05,ENSMUSG00000004266/ENSMUSG00000023224/ENSMUSG00000023992/ENSMUSG00000024371/ENSMUSG00000028191/ENSMUSG00000030748/ENSMUSG00000033467/ENSMUSG00000036594/ENSMUSG00000037706/ENSMUSG00000039899/ENSMUSG00000043505/ENSMUSG00000060802/ENSMUSG00000071714/ENSMUSG00000090083,14
d4,GO:0030879,mammary gland development,12/354,164/23062,9.22E-06,7.43E-05,3.60E-05,ENSMUSG00000003873/ENSMUSG00000005268/ENSMUSG00000015619/ENSMUSG00000018160/ENSMUSG00000020484/ENSMUSG00000021109/ENSMUSG00000024913/ENSMUSG00000026321/ENSMUSG00000026638/ENSMUSG00000028163/ENSMUSG00000037601/ENSMUSG00000063856,12
d4,GO:0033627,cell adhesion mediated by integrin,9/354,89/23062,9.23E-06,7.43E-05,3.60E-05,ENSMUSG00000004266/ENSMUSG00000022488/ENSMUSG00000025809/ENSMUSG00000026971/ENSMUSG00000027204/ENSMUSG00000029163/ENSMUSG00000031990/ENSMUSG00000039239/ENSMUSG00000047139,9
d4,GO:0002701,negative regulation of production of molecular mediator of immune response,7/354,49/23062,9.34E-06,7.49E-05,3.63E-05,ENSMUSG00000005413/ENSMUSG00000006611/ENSMUSG00000020101/ENSMUSG00000023010/ENSMUSG00000033124/ENSMUSG00000039239/ENSMUSG00000046718,7
d4,GO:0010677,negative regulation of cellular carbohydrate metabolic process,7/354,49/23062,9.34E-06,7.49E-05,3.63E-05,ENSMUSG00000004040/ENSMUSG00000018501/ENSMUSG00000020108/ENSMUSG00000026313/ENSMUSG00000030717/ENSMUSG00000055024/ENSMUSG00000079562,7
d4,GO:1901888,regulation of cell junction assembly,14/354,222/23062,9.38E-06,7.52E-05,3.64E-05,ENSMUSG00000000957/ENSMUSG00000001847/ENSMUSG00000013236/ENSMUSG00000020681/ENSMUSG00000022425/ENSMUSG00000022548/ENSMUSG00000025223/ENSMUSG00000028399/ENSMUSG00000032011/ENSMUSG00000038235/ENSMUSG00000039844/ENSMUSG00000040249/ENSMUSG00000045983/ENSMUSG00000062825,14
d4,GO:0032663,regulation of interleukin-2 production,8/354,68/23062,9.44E-06,7.55E-05,3.65E-05,ENSMUSG00000015619/ENSMUSG00000016494/ENSMUSG00000022475/ENSMUSG00000028455/ENSMUSG00000028525/ENSMUSG00000030744/ENSMUSG00000049103/ENSMUSG00000115338,8
d4,GO:0050821,protein stabilization,13/354,193/23062,9.66E-06,7.71E-05,3.73E-05,ENSMUSG00000003814/ENSMUSG00000016534/ENSMUSG00000018501/ENSMUSG00000019471/ENSMUSG00000021270/ENSMUSG00000028964/ENSMUSG00000031838/ENSMUSG00000032383/ENSMUSG00000039456/ENSMUSG00000041560/ENSMUSG00000055024/ENSMUSG00000057666/ENSMUSG00000059552,13
d4,GO:0003015,heart process,15/354,254/23062,9.96E-06,7.94E-05,3.84E-05,ENSMUSG00000001175/ENSMUSG00000001847/ENSMUSG00000006699/ENSMUSG00000010609/ENSMUSG00000020681/ENSMUSG00000022982/ENSMUSG00000026313/ENSMUSG00000026879/ENSMUSG00000028525/ENSMUSG00000028991/ENSMUSG00000030470/ENSMUSG00000037580/ENSMUSG00000039239/ENSMUSG00000045382/ENSMUSG00000063856,15
d4,GO:0030278,regulation of ossification,11/354,139/23062,1.04E-05,8.25E-05,3.99E-05,ENSMUSG00000020641/ENSMUSG00000021109/ENSMUSG00000025701/ENSMUSG00000027358/ENSMUSG00000035692/ENSMUSG00000037486/ENSMUSG00000039153/ENSMUSG00000045092/ENSMUSG00000054252/ENSMUSG00000057329/ENSMUSG00000064210,11
d4,GO:0042886,amide transport,18/354,354/23062,1.04E-05,8.30E-05,4.02E-05,ENSMUSG00000001847/ENSMUSG00000004655/ENSMUSG00000006611/ENSMUSG00000006740/ENSMUSG00000020149/ENSMUSG00000021109/ENSMUSG00000024913/ENSMUSG00000024990/ENSMUSG00000025701/ENSMUSG00000027204/ENSMUSG00000028029/ENSMUSG00000028964/ENSMUSG00000030805/ENSMUSG00000036504/ENSMUSG00000040249/ENSMUSG00000051314/ENSMUSG00000056054/ENSMUSG00000056071,18
d4,GO:0150116,regulation of cell-substrate junction organization,8/354,69/23062,1.05E-05,8.35E-05,4.04E-05,ENSMUSG00000000957/ENSMUSG00000001847/ENSMUSG00000022425/ENSMUSG00000022548/ENSMUSG00000025223/ENSMUSG00000032011/ENSMUSG00000040249/ENSMUSG00000062825,8
d4,GO:1901224,positive regulation of NIK/NF-kappaB signaling,8/354,69/23062,1.05E-05,8.35E-05,4.04E-05,ENSMUSG00000003814/ENSMUSG00000007815/ENSMUSG00000010358/ENSMUSG00000023992/ENSMUSG00000024927/ENSMUSG00000030744/ENSMUSG00000055024/ENSMUSG00000075376,8
d4,GO:0003159,morphogenesis of an endothelium,5/354,20/23062,1.06E-05,8.37E-05,4.05E-05,ENSMUSG00000006932/ENSMUSG00000007815/ENSMUSG00000023175/ENSMUSG00000026822/ENSMUSG00000045382,5
d4,GO:0043373,"CD4-positive, alpha-beta T cell lineage commitment",5/354,20/23062,1.06E-05,8.37E-05,4.05E-05,ENSMUSG00000004040/ENSMUSG00000015314/ENSMUSG00000021477/ENSMUSG00000025383/ENSMUSG00000028991,5
d4,GO:0061154,endothelial tube morphogenesis,5/354,20/23062,1.06E-05,8.37E-05,4.05E-05,ENSMUSG00000006932/ENSMUSG00000007815/ENSMUSG00000023175/ENSMUSG00000026822/ENSMUSG00000045382,5
d4,GO:0034163,regulation of toll-like receptor 9 signaling pathway,4/354,10/23062,1.07E-05,8.37E-05,4.05E-05,ENSMUSG00000013236/ENSMUSG00000020641/ENSMUSG00000027843/ENSMUSG00000052688,4
d4,GO:0072674,multinuclear osteoclast differentiation,4/354,10/23062,1.07E-05,8.37E-05,4.05E-05,ENSMUSG00000026321/ENSMUSG00000035673/ENSMUSG00000037706/ENSMUSG00000039461,4
d4,GO:1902743,regulation of lamellipodium organization,7/354,50/23062,1.07E-05,8.41E-05,4.07E-05,ENSMUSG00000001847/ENSMUSG00000004655/ENSMUSG00000006699/ENSMUSG00000020152/ENSMUSG00000022425/ENSMUSG00000026313/ENSMUSG00000028991,7
d4,GO:1902806,regulation of cell cycle G1/S phase transition,13/354,195/23062,1.08E-05,8.46E-05,4.09E-05,ENSMUSG00000000902/ENSMUSG00000004266/ENSMUSG00000020349/ENSMUSG00000022018/ENSMUSG00000029580/ENSMUSG00000031446/ENSMUSG00000034165/ENSMUSG00000037935/ENSMUSG00000041324/ENSMUSG00000045983/ENSMUSG00000055204/ENSMUSG00000057329/ENSMUSG00000059552,13
d4,GO:0045787,positive regulation of cell cycle,18/354,355/23062,1.08E-05,8.48E-05,4.11E-05,ENSMUSG00000003814/ENSMUSG00000006699/ENSMUSG00000007815/ENSMUSG00000018160/ENSMUSG00000021190/ENSMUSG00000022018/ENSMUSG00000024002/ENSMUSG00000024913/ENSMUSG00000028156/ENSMUSG00000030717/ENSMUSG00000031446/ENSMUSG00000034165/ENSMUSG00000039239/ENSMUSG00000042029/ENSMUSG00000045983/ENSMUSG00000055204/ENSMUSG00000058587/ENSMUSG00000059552,18
d4,GO:0035966,response to topologically incorrect protein,11/354,140/23062,1.11E-05,8.66E-05,4.19E-05,ENSMUSG00000003873/ENSMUSG00000004951/ENSMUSG00000014905/ENSMUSG00000015656/ENSMUSG00000020484/ENSMUSG00000021270/ENSMUSG00000021702/ENSMUSG00000023010/ENSMUSG00000028466/ENSMUSG00000029390/ENSMUSG00000055024,11
d4,GO:0048799,animal organ maturation,6/354,34/23062,1.17E-05,9.13E-05,4.42E-05,ENSMUSG00000007815/ENSMUSG00000015619/ENSMUSG00000027358/ENSMUSG00000037486/ENSMUSG00000054252/ENSMUSG00000064210,6
d4,GO:0002886,regulation of myeloid leukocyte mediated immunity,8/354,70/23062,1.17E-05,9.13E-05,4.42E-05,ENSMUSG00000005413/ENSMUSG00000028874/ENSMUSG00000030347/ENSMUSG00000030748/ENSMUSG00000030805/ENSMUSG00000049103/ENSMUSG00000050732/ENSMUSG00000053158,8
d4,GO:0008347,glial cell migration,8/354,70/23062,1.17E-05,9.13E-05,4.42E-05,ENSMUSG00000006932/ENSMUSG00000023992/ENSMUSG00000026043/ENSMUSG00000026193/ENSMUSG00000026728/ENSMUSG00000039239/ENSMUSG00000040249/ENSMUSG00000049103,8
d4,GO:0014706,striated muscle tissue development,16/354,290/23062,1.19E-05,9.22E-05,4.46E-05,ENSMUSG00000006699/ENSMUSG00000006932/ENSMUSG00000018160/ENSMUSG00000020612/ENSMUSG00000022475/ENSMUSG00000024529/ENSMUSG00000024990/ENSMUSG00000025809/ENSMUSG00000027358/ENSMUSG00000028991/ENSMUSG00000029287/ENSMUSG00000030470/ENSMUSG00000032966/ENSMUSG00000039239/ENSMUSG00000045092/ENSMUSG00000109324,16
d4,GO:0007033,vacuole organization,13/354,197/23062,1.20E-05,9.33E-05,4.52E-05,ENSMUSG00000001751/ENSMUSG00000015656/ENSMUSG00000020149/ENSMUSG00000025949/ENSMUSG00000026289/ENSMUSG00000026878/ENSMUSG00000028419/ENSMUSG00000028991/ENSMUSG00000030105/ENSMUSG00000030717/ENSMUSG00000031696/ENSMUSG00000033124/ENSMUSG00000052688,13
d4,GO:0010976,positive regulation of neuron projection development,14/354,227/23062,1.21E-05,9.35E-05,4.52E-05,ENSMUSG00000000861/ENSMUSG00000004393/ENSMUSG00000004951/ENSMUSG00000020152/ENSMUSG00000020857/ENSMUSG00000025809/ENSMUSG00000028991/ENSMUSG00000037601/ENSMUSG00000039844/ENSMUSG00000040249/ENSMUSG00000047139/ENSMUSG00000053158/ENSMUSG00000055024/ENSMUSG00000056071,14
d4,GO:0045638,negative regulation of myeloid cell differentiation,9/354,92/23062,1.21E-05,9.35E-05,4.52E-05,ENSMUSG00000006932/ENSMUSG00000020857/ENSMUSG00000021025/ENSMUSG00000025223/ENSMUSG00000027204/ENSMUSG00000031446/ENSMUSG00000037601/ENSMUSG00000039461/ENSMUSG00000109324,9
d4,GO:0097581,lamellipodium organization,9/354,92/23062,1.21E-05,9.35E-05,4.52E-05,ENSMUSG00000001847/ENSMUSG00000004655/ENSMUSG00000006699/ENSMUSG00000020152/ENSMUSG00000022425/ENSMUSG00000025809/ENSMUSG00000026313/ENSMUSG00000028991/ENSMUSG00000045092,9
d4,GO:0055074,calcium ion homeostasis,17/354,324/23062,1.23E-05,9.43E-05,4.56E-05,ENSMUSG00000001175/ENSMUSG00000003873/ENSMUSG00000004266/ENSMUSG00000006519/ENSMUSG00000010609/ENSMUSG00000020849/ENSMUSG00000023010/ENSMUSG00000026385/ENSMUSG00000028455/ENSMUSG00000030470/ENSMUSG00000032011/ENSMUSG00000032966/ENSMUSG00000039239/ENSMUSG00000042682/ENSMUSG00000049103/ENSMUSG00000054252/ENSMUSG00000057329,17
d4,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,7/354,51/23062,1.23E-05,9.43E-05,4.56E-05,ENSMUSG00000005413/ENSMUSG00000010609/ENSMUSG00000028964/ENSMUSG00000030805/ENSMUSG00000037613/ENSMUSG00000050335/ENSMUSG00000063856,7
d4,GO:0007589,body fluid secretion,10/354,116/23062,1.24E-05,9.48E-05,4.59E-05,ENSMUSG00000004655/ENSMUSG00000005268/ENSMUSG00000006519/ENSMUSG00000018160/ENSMUSG00000020484/ENSMUSG00000021109/ENSMUSG00000026878/ENSMUSG00000037601/ENSMUSG00000050732/ENSMUSG00000054342,10
d4,GO:0030041,actin filament polymerization,12/354,169/23062,1.25E-05,9.58E-05,4.64E-05,ENSMUSG00000001847/ENSMUSG00000007815/ENSMUSG00000015766/ENSMUSG00000020717/ENSMUSG00000022488/ENSMUSG00000026879/ENSMUSG00000028991/ENSMUSG00000029106/ENSMUSG00000032322/ENSMUSG00000050310/ENSMUSG00000058587/ENSMUSG00000075705,12
d4,GO:0008154,actin polymerization or depolymerization,13/354,198/23062,1.27E-05,9.73E-05,4.71E-05,ENSMUSG00000001847/ENSMUSG00000005103/ENSMUSG00000007815/ENSMUSG00000015766/ENSMUSG00000020717/ENSMUSG00000022488/ENSMUSG00000026879/ENSMUSG00000028991/ENSMUSG00000029106/ENSMUSG00000032322/ENSMUSG00000050310/ENSMUSG00000058587/ENSMUSG00000075705,13
d4,GO:0006874,cellular calcium ion homeostasis,16/354,292/23062,1.29E-05,9.87E-05,4.78E-05,ENSMUSG00000001175/ENSMUSG00000003873/ENSMUSG00000004266/ENSMUSG00000006519/ENSMUSG00000010609/ENSMUSG00000020849/ENSMUSG00000023010/ENSMUSG00000026385/ENSMUSG00000028455/ENSMUSG00000030470/ENSMUSG00000032011/ENSMUSG00000032966/ENSMUSG00000039239/ENSMUSG00000042682/ENSMUSG00000049103/ENSMUSG00000057329,16
d4,GO:0030072,peptide hormone secretion,16/354,292/23062,1.29E-05,9.87E-05,4.78E-05,ENSMUSG00000001847/ENSMUSG00000004655/ENSMUSG00000006611/ENSMUSG00000006740/ENSMUSG00000020149/ENSMUSG00000021109/ENSMUSG00000024913/ENSMUSG00000024990/ENSMUSG00000025701/ENSMUSG00000027204/ENSMUSG00000028029/ENSMUSG00000028964/ENSMUSG00000030805/ENSMUSG00000036504/ENSMUSG00000040249/ENSMUSG00000051314,16
d4,GO:0002279,mast cell activation involved in immune response,8/354,71/23062,1.31E-05,9.93E-05,4.81E-05,ENSMUSG00000004266/ENSMUSG00000005413/ENSMUSG00000025867/ENSMUSG00000028874/ENSMUSG00000030347/ENSMUSG00000030748/ENSMUSG00000050732/ENSMUSG00000053158,8
d4,GO:0014009,glial cell proliferation,8/354,71/23062,1.31E-05,9.93E-05,4.81E-05,ENSMUSG00000006932/ENSMUSG00000023992/ENSMUSG00000024621/ENSMUSG00000026385/ENSMUSG00000026728/ENSMUSG00000028991/ENSMUSG00000029648/ENSMUSG00000059552,8
d4,GO:0071248,cellular response to metal ion,12/354,170/23062,1.33E-05,0.000100757,4.88E-05,ENSMUSG00000004655/ENSMUSG00000005413/ENSMUSG00000006611/ENSMUSG00000021190/ENSMUSG00000026193/ENSMUSG00000026879/ENSMUSG00000029106/ENSMUSG00000032554/ENSMUSG00000052684/ENSMUSG00000052837/ENSMUSG00000060802/ENSMUSG00000062515,12
d4,GO:0006109,regulation of carbohydrate metabolic process,13/354,199/23062,1.34E-05,0.000101752,4.92E-05,ENSMUSG00000004040/ENSMUSG00000018501/ENSMUSG00000020108/ENSMUSG00000021109/ENSMUSG00000022708/ENSMUSG00000026313/ENSMUSG00000027613/ENSMUSG00000028163/ENSMUSG00000028991/ENSMUSG00000030717/ENSMUSG00000055024/ENSMUSG00000059552/ENSMUSG00000079562,13
d4,GO:0009314,response to radiation,20/354,432/23062,1.35E-05,0.000101936,4.93E-05,ENSMUSG00000003873/ENSMUSG00000004655/ENSMUSG00000015619/ENSMUSG00000021109/ENSMUSG00000022400/ENSMUSG00000024927/ENSMUSG00000024990/ENSMUSG00000025809/ENSMUSG00000026043/ENSMUSG00000026971/ENSMUSG00000028991/ENSMUSG00000031446/ENSMUSG00000031740/ENSMUSG00000052684/ENSMUSG00000055024/ENSMUSG00000057329/ENSMUSG00000059552/ENSMUSG00000063856/ENSMUSG00000090083/ENSMUSG00000115338,20
d4,GO:0002181,cytoplasmic translation,11/354,143/23062,1.36E-05,0.000102564,4.96E-05,ENSMUSG00000025290/ENSMUSG00000028683/ENSMUSG00000028936/ENSMUSG00000030744/ENSMUSG00000032423/ENSMUSG00000038274/ENSMUSG00000040025/ENSMUSG00000040952/ENSMUSG00000058600/ENSMUSG00000061787/ENSMUSG00000074129,11
d4,GO:0039531,regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway,5/354,21/23062,1.38E-05,0.00010381,5.02E-05,ENSMUSG00000020124/ENSMUSG00000024404/ENSMUSG00000033107/ENSMUSG00000041560/ENSMUSG00000055204,5
d4,GO:0070230,positive regulation of lymphocyte apoptotic process,5/354,21/23062,1.38E-05,0.00010381,5.02E-05,ENSMUSG00000003873/ENSMUSG00000021486/ENSMUSG00000039239/ENSMUSG00000047139/ENSMUSG00000059552,5
d4,GO:0045672,positive regulation of osteoclast differentiation,6/354,35/23062,1.40E-05,0.000104872,5.08E-05,ENSMUSG00000023992/ENSMUSG00000024621/ENSMUSG00000025383/ENSMUSG00000037465/ENSMUSG00000037486/ENSMUSG00000037966,6
d4,GO:0090218,positive regulation of lipid kinase activity,6/354,35/23062,1.40E-05,0.000104872,5.08E-05,ENSMUSG00000001847/ENSMUSG00000006699/ENSMUSG00000028874/ENSMUSG00000029648/ENSMUSG00000037706/ENSMUSG00000054252,6
d4,GO:2000406,positive regulation of T cell migration,6/354,35/23062,1.40E-05,0.000104872,5.08E-05,ENSMUSG00000007815/ENSMUSG00000042333/ENSMUSG00000042682/ENSMUSG00000049103/ENSMUSG00000054693/ENSMUSG00000061353,6
d4,GO:0003205,cardiac chamber development,13/354,200/23062,1.42E-05,0.000106055,5.13E-05,ENSMUSG00000006932/ENSMUSG00000015619/ENSMUSG00000018160/ENSMUSG00000021109/ENSMUSG00000024990/ENSMUSG00000027358/ENSMUSG00000029287/ENSMUSG00000032966/ENSMUSG00000035247/ENSMUSG00000039239/ENSMUSG00000040249/ENSMUSG00000045382/ENSMUSG00000059552,13
d4,GO:0006575,cellular modified amino acid metabolic process,13/354,201/23062,1.49E-05,0.000111677,5.40E-05,ENSMUSG00000015619/ENSMUSG00000017707/ENSMUSG00000018160/ENSMUSG00000019278/ENSMUSG00000021477/ENSMUSG00000022982/ENSMUSG00000024026/ENSMUSG00000028111/ENSMUSG00000028964/ENSMUSG00000032369/ENSMUSG00000037580/ENSMUSG00000060803/ENSMUSG00000063856,13
d4,GO:0051495,positive regulation of cytoskeleton organization,13/354,202/23062,1.57E-05,0.000117415,5.68E-05,ENSMUSG00000001847/ENSMUSG00000003283/ENSMUSG00000005103/ENSMUSG00000006699/ENSMUSG00000007815/ENSMUSG00000022018/ENSMUSG00000022488/ENSMUSG00000026879/ENSMUSG00000028991/ENSMUSG00000030744/ENSMUSG00000050310/ENSMUSG00000053158/ENSMUSG00000055447,13
d4,GO:0050672,negative regulation of lymphocyte proliferation,9/354,95/23062,1.57E-05,0.000117415,5.68E-05,ENSMUSG00000004266/ENSMUSG00000020101/ENSMUSG00000020612/ENSMUSG00000022637/ENSMUSG00000023915/ENSMUSG00000036006/ENSMUSG00000036594/ENSMUSG00000042333/ENSMUSG00000047139,9
d4,GO:0031103,axon regeneration,7/354,53/23062,1.59E-05,0.000118077,5.71E-05,ENSMUSG00000013236/ENSMUSG00000028364/ENSMUSG00000031740/ENSMUSG00000035027/ENSMUSG00000040249/ENSMUSG00000052684/ENSMUSG00000057329,7
d4,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",7/354,53/23062,1.59E-05,0.000118077,5.71E-05,ENSMUSG00000015619/ENSMUSG00000022488/ENSMUSG00000025383/ENSMUSG00000030748/ENSMUSG00000043505/ENSMUSG00000049103/ENSMUSG00000075376,7
d4,GO:0046638,positive regulation of alpha-beta T cell differentiation,7/354,53/23062,1.59E-05,0.000118077,5.71E-05,ENSMUSG00000007815/ENSMUSG00000022488/ENSMUSG00000025383/ENSMUSG00000030748/ENSMUSG00000043505/ENSMUSG00000049103/ENSMUSG00000115338,7
d4,GO:0002763,positive regulation of myeloid leukocyte differentiation,8/354,73/23062,1.61E-05,0.000118934,5.76E-05,ENSMUSG00000023992/ENSMUSG00000024621/ENSMUSG00000025383/ENSMUSG00000037465/ENSMUSG00000037486/ENSMUSG00000037966/ENSMUSG00000052684/ENSMUSG00000053158,8
d4,GO:0048662,negative regulation of smooth muscle cell proliferation,8/354,73/23062,1.61E-05,0.000118934,5.76E-05,ENSMUSG00000000326/ENSMUSG00000005413/ENSMUSG00000007815/ENSMUSG00000022548/ENSMUSG00000027358/ENSMUSG00000028964/ENSMUSG00000059552/ENSMUSG00000060803,8
d4,GO:0002719,negative regulation of cytokine production involved in immune response,6/354,36/23062,1.66E-05,0.000122392,5.92E-05,ENSMUSG00000005413/ENSMUSG00000006611/ENSMUSG00000020101/ENSMUSG00000033124/ENSMUSG00000039239/ENSMUSG00000046718,6
d4,GO:0009266,response to temperature stimulus,12/354,174/23062,1.68E-05,0.000123719,5.99E-05,ENSMUSG00000004951/ENSMUSG00000005413/ENSMUSG00000016494/ENSMUSG00000020849/ENSMUSG00000021270/ENSMUSG00000022982/ENSMUSG00000028525/ENSMUSG00000028683/ENSMUSG00000028991/ENSMUSG00000029388/ENSMUSG00000045382/ENSMUSG00000061353,12
