"","Mouse","Age","Group","Sex","Day","TEWL","Condition","Redness","Thickness","Scabbiness","Cohort","Organism","Dose","complete_score"
"2196",2,"8w","Lacto_fed_PBS","FALSE",0,64.6,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
"2197",3,"8w","Lacto_fed_PBS","FALSE",0,65.2,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
"2198",4,"8w","Lacto_fed_PBS","FALSE",0,63.9,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
"2199",5,"8w","Lacto_fed_PBS","FALSE",0,60.4,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
"2200",1,"8w","PBS_fed_Sepi","FALSE",0,69.1,"Tapestrip",NA,NA,NA,16,"Sepi44",1000000000,NA
"2201",2,"8w","PBS_fed_Sepi","FALSE",0,71.2,"Tapestrip",NA,NA,NA,16,"Sepi44",1000000000,NA
"2202",3,"8w","PBS_fed_Sepi","FALSE",0,68.1,"Tapestrip",NA,NA,NA,16,"Sepi44",1000000000,NA
"2203",4,"8w","PBS_fed_Sepi","FALSE",0,62.4,"Tapestrip",NA,NA,NA,16,"Sepi44",1000000000,NA
"2204",5,"8w","PBS_fed_Sepi","FALSE",0,57.3,"Tapestrip",NA,NA,NA,16,"Sepi44",1000000000,NA
"2205",1,"8w","Lacto_fed_Sepi","FALSE",0,70.8,"Tapestrip",NA,NA,NA,16,"Sepi44",1000000000,NA
"2206",2,"8w","Lacto_fed_Sepi","FALSE",0,73.1,"Tapestrip",NA,NA,NA,16,"Sepi44",1000000000,NA
"2207",3,"8w","Lacto_fed_Sepi","FALSE",0,69.9,"Tapestrip",NA,NA,NA,16,"Sepi44",1000000000,NA
"2208",4,"8w","Lacto_fed_Sepi","FALSE",0,66.9,"Tapestrip",NA,NA,NA,16,"Sepi44",1000000000,NA
"2209",5,"8w","Lacto_fed_Sepi","FALSE",0,60.1,"Tapestrip",NA,NA,NA,16,"L_reuteri",100000000,NA
"2210",1,"8w","Lacto_fed_Lacto","FALSE",0,71.2,"Tapestrip",NA,NA,NA,16,"L_reuteri",100000000,NA
"2211",2,"8w","Lacto_fed_Lacto","FALSE",0,70.2,"Tapestrip",NA,NA,NA,16,"L_reuteri",100000000,NA
"2212",3,"8w","Lacto_fed_Lacto","FALSE",0,68,"Tapestrip",NA,NA,NA,16,"L_reuteri",100000000,NA
"2213",4,"8w","Lacto_fed_Lacto","FALSE",0,68.1,"Tapestrip",NA,NA,NA,16,"L_reuteri",100000000,NA
"2214",5,"8w","Lacto_fed_Lacto","FALSE",0,63.9,"Tapestrip",NA,NA,NA,16,"L_reuteri",100000000,NA
"2215",1,"8w","PBS_fed_PBS","FALSE",1,58.6,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2216",2,"8w","PBS_fed_PBS","FALSE",1,62.1,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2217",3,"8w","PBS_fed_PBS","FALSE",1,45.1,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2218",4,"8w","PBS_fed_PBS","FALSE",1,44.2,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2219",5,"8w","PBS_fed_PBS","FALSE",1,46.3,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2220",1,"8w","Lacto_fed_PBS","FALSE",1,65.5,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2221",2,"8w","Lacto_fed_PBS","FALSE",1,64.4,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2222",3,"8w","Lacto_fed_PBS","FALSE",1,68,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2223",4,"8w","Lacto_fed_PBS","FALSE",1,65.2,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2224",5,"8w","Lacto_fed_PBS","FALSE",1,48.6,"Recovery",NA,NA,NA,16,"PBS",0,NA
"2225",1,"8w","PBS_fed_Sepi","FALSE",1,65.6,"Recovery",NA,NA,NA,16,"Sepi44",1000000000,NA
"2226",2,"8w","PBS_fed_Sepi","FALSE",1,64,"Recovery",NA,NA,NA,16,"Sepi44",1000000000,NA
"2227",3,"8w","PBS_fed_Sepi","FALSE",1,69,"Recovery",NA,NA,NA,16,"Sepi44",1000000000,NA
"2228",4,"8w","PBS_fed_Sepi","FALSE",1,32.5,"Recovery",NA,NA,NA,16,"Sepi44",1000000000,NA
"2229",5,"8w","PBS_fed_Sepi","FALSE",1,45.5,"Recovery",NA,NA,NA,16,"Sepi44",1000000000,NA
"2230",1,"8w","Lacto_fed_Sepi","FALSE",1,70.4,"Recovery",NA,NA,NA,16,"Sepi44",1000000000,NA
"2231",2,"8w","Lacto_fed_Sepi","FALSE",1,62.2,"Recovery",NA,NA,NA,16,"Sepi44",1000000000,NA
"2232",3,"8w","Lacto_fed_Sepi","FALSE",1,49.8,"Recovery",NA,NA,NA,16,"Sepi44",1000000000,NA
"2233",4,"8w","Lacto_fed_Sepi","FALSE",1,50.9,"Recovery",NA,NA,NA,16,"Sepi44",1000000000,NA
"2234",5,"8w","Lacto_fed_Sepi","FALSE",1,44.2,"Recovery",NA,NA,NA,16,"L_reuteri",100000000,NA
"2235",1,"8w","Lacto_fed_Lacto","FALSE",1,66.7,"Recovery",NA,NA,NA,16,"L_reuteri",100000000,NA
"2236",2,"8w","Lacto_fed_Lacto","FALSE",1,72.5,"Recovery",NA,NA,NA,16,"L_reuteri",100000000,NA
"2237",3,"8w","Lacto_fed_Lacto","FALSE",1,60.9,"Recovery",NA,NA,NA,16,"L_reuteri",100000000,NA
"2238",4,"8w","Lacto_fed_Lacto","FALSE",1,68.5,"Recovery",NA,NA,NA,16,"L_reuteri",100000000,NA
"2239",5,"8w","Lacto_fed_Lacto","FALSE",1,57.8,"Recovery",NA,NA,NA,16,"L_reuteri",100000000,NA
"2240",1,"8w","PBS_fed_PBS","FALSE",2,59.2,"Recovery",1,3,0,16,"PBS",0,4
"2241",2,"8w","PBS_fed_PBS","FALSE",2,56.7,"Recovery",1,2,1,16,"PBS",0,4
"2242",3,"8w","PBS_fed_PBS","FALSE",2,37.3,"Recovery",0,1,1,16,"PBS",0,2
"2243",4,"8w","PBS_fed_PBS","FALSE",2,40.2,"Recovery",1,2,1,16,"PBS",0,4
"2244",5,"8w","PBS_fed_PBS","FALSE",2,35.4,"Recovery",0,3,1,16,"PBS",0,4
"2245",1,"8w","Lacto_fed_PBS","FALSE",2,64.1,"Recovery",0,3,1,16,"PBS",0,4
"2246",2,"8w","Lacto_fed_PBS","FALSE",2,53.8,"Recovery",0,2,1,16,"PBS",0,3
"2247",3,"8w","Lacto_fed_PBS","FALSE",2,53,"Recovery",0,3,0,16,"PBS",0,3
"2248",4,"8w","Lacto_fed_PBS","FALSE",2,58.1,"Recovery",0,3,1,16,"PBS",0,4
"2249",5,"8w","Lacto_fed_PBS","FALSE",2,33.1,"Recovery",1,2,1,16,"PBS",0,4
"2250",1,"8w","PBS_fed_Sepi","FALSE",2,66,"Recovery",1,3,1,16,"Sepi44",1000000000,5
"2251",2,"8w","PBS_fed_Sepi","FALSE",2,52.5,"Recovery",0,2,1,16,"Sepi44",1000000000,3
"2252",3,"8w","PBS_fed_Sepi","FALSE",2,61.3,"Recovery",0,3,1,16,"Sepi44",1000000000,4
"2253",4,"8w","PBS_fed_Sepi","FALSE",2,62.9,"Recovery",0,3,0,16,"Sepi44",1000000000,3
"2254",5,"8w","PBS_fed_Sepi","FALSE",2,44.5,"Recovery",0,3,1,16,"Sepi44",1000000000,4
"2255",1,"8w","Lacto_fed_Sepi","FALSE",2,64.6,"Recovery",1,3,1,16,"Sepi44",1000000000,5
"2256",2,"8w","Lacto_fed_Sepi","FALSE",2,68.5,"Recovery",0,3,2,16,"Sepi44",1000000000,5
"2257",3,"8w","Lacto_fed_Sepi","FALSE",2,36.9,"Recovery",1,2,0,16,"Sepi44",1000000000,3
"2258",4,"8w","Lacto_fed_Sepi","FALSE",2,47.3,"Recovery",0,2,1,16,"Sepi44",1000000000,3
"2259",5,"8w","Lacto_fed_Sepi","FALSE",2,41.7,"Recovery",1,1,1,16,"L_reuteri",100000000,3
"2260",1,"8w","Lacto_fed_Lacto","FALSE",2,64.1,"Recovery",0,3,1,16,"L_reuteri",100000000,4
"2261",2,"8w","Lacto_fed_Lacto","FALSE",2,58.5,"Recovery",1,2,1,16,"L_reuteri",100000000,4
"2262",3,"8w","Lacto_fed_Lacto","FALSE",2,49.5,"Recovery",0,1,1,16,"L_reuteri",100000000,2
"2263",4,"8w","Lacto_fed_Lacto","FALSE",2,51.1,"Recovery",0,1,1,16,"L_reuteri",100000000,2
"2264",5,"8w","Lacto_fed_Lacto","FALSE",2,34.2,"Recovery",1,2,1,16,"L_reuteri",100000000,4
"2265",1,"8w","Lacto_fed_PBS","FALSE",3,58.8,"Recovery",1,3,1,16,"PBS",0,5
"2266",2,"8w","Lacto_fed_PBS","FALSE",3,46.7,"Recovery",0,2,1,16,"PBS",0,3
"2267",3,"8w","Lacto_fed_PBS","FALSE",3,58,"Recovery",2,3,0,16,"PBS",0,5
"2268",4,"8w","Lacto_fed_PBS","FALSE",3,43.3,"Recovery",2,3,1,16,"PBS",0,6
"2269",5,"8w","Lacto_fed_PBS","FALSE",3,23.2,"Recovery",0,2,1,16,"PBS",0,3
"2270",1,"8w","PBS_fed_PBS","FALSE",3,50.5,"Recovery",1,2,2,16,"PBS",0,5
"2271",2,"8w","PBS_fed_PBS","FALSE",3,51.8,"Recovery",2,3,1,16,"PBS",0,6
"2272",3,"8w","PBS_fed_PBS","FALSE",3,28.3,"Recovery",1,1,1,16,"PBS",0,3
"2273",4,"8w","PBS_fed_PBS","FALSE",3,46.5,"Recovery",1,2,1,16,"PBS",0,4
"2274",5,"8w","PBS_fed_PBS","FALSE",3,49.2,"Recovery",1,2,1,16,"PBS",0,4
"2275",1,"8w","Lacto_fed_Lacto","FALSE",3,39,"Recovery",1,2,1,16,"Sepi44",1000000000,4
"2276",2,"8w","Lacto_fed_Lacto","FALSE",3,53.7,"Recovery",2,3,0,16,"Sepi44",1000000000,5
"2277",3,"8w","Lacto_fed_Lacto","FALSE",3,37.9,"Recovery",0,2,0,16,"Sepi44",1000000000,2
"2278",4,"8w","Lacto_fed_Lacto","FALSE",3,46.8,"Recovery",0,2,0,16,"Sepi44",1000000000,2
"2279",5,"8w","Lacto_fed_Lacto","FALSE",3,30.3,"Recovery",1,2,0,16,"Sepi44",1000000000,3
"2280",1,"8w","Lacto_fed_Sepi","FALSE",3,52.2,"Recovery",1,3,1,16,"Sepi44",1000000000,5
"2281",2,"8w","Lacto_fed_Sepi","FALSE",3,49.1,"Recovery",1,3,2,16,"Sepi44",1000000000,6
"2282",3,"8w","Lacto_fed_Sepi","FALSE",3,31,"Recovery",0,2,1,16,"Sepi44",1000000000,3
"2283",4,"8w","Lacto_fed_Sepi","FALSE",3,34.9,"Recovery",1,3,1,16,"Sepi44",1000000000,5
"2284",5,"8w","Lacto_fed_Sepi","FALSE",3,33,"Recovery",1,1,1,16,"L_reuteri",100000000,3
"2285",1,"8w","PBS_fed_Sepi","FALSE",3,53.6,"Recovery",3,3,2,16,"L_reuteri",100000000,8
"2286",2,"8w","PBS_fed_Sepi","FALSE",3,42.1,"Recovery",1,2,1,16,"L_reuteri",100000000,4
"2287",3,"8w","PBS_fed_Sepi","FALSE",3,46.1,"Recovery",1,3,1,16,"L_reuteri",100000000,5
"2288",4,"8w","PBS_fed_Sepi","FALSE",3,44.5,"Recovery",0,1,1,16,"L_reuteri",100000000,2
"2289",5,"8w","PBS_fed_Sepi","FALSE",3,36.5,"Recovery",1,2,1,16,"L_reuteri",100000000,4
"2290",1,"8w","PBS_fed_PBS","FALSE",4,36.7,"Recovery",1,2,1,16,"PBS",0,4
"2291",2,"8w","PBS_fed_PBS","FALSE",4,37.1,"Recovery",2,2,1,16,"PBS",0,5
"2292",3,"8w","PBS_fed_PBS","FALSE",4,20,"Recovery",0,1,0,16,"PBS",0,1
"2293",4,"8w","PBS_fed_PBS","FALSE",4,40.6,"Recovery",1,2,1,16,"PBS",0,4
"2294",5,"8w","PBS_fed_PBS","FALSE",4,34.3,"Recovery",0,2,1,16,"PBS",0,3
"2295",1,"8w","Lacto_fed_PBS","FALSE",4,43.1,"Recovery",1,1,0,16,"PBS",0,2
"2296",2,"8w","Lacto_fed_PBS","FALSE",4,33.4,"Recovery",1,1,1,16,"PBS",0,3
"2297",3,"8w","Lacto_fed_PBS","FALSE",4,40.5,"Recovery",1,2,1,16,"PBS",0,4
"2298",4,"8w","Lacto_fed_PBS","FALSE",4,36,"Recovery",1,2,0,16,"PBS",0,3
"2299",5,"8w","Lacto_fed_PBS","FALSE",4,19.5,"Recovery",0,1,0,16,"PBS",0,1
"2300",1,"8w","PBS_fed_Sepi","FALSE",4,45.4,"Recovery",2,3,2,16,"Sepi44",1000000000,7
"2301",2,"8w","PBS_fed_Sepi","FALSE",4,36,"Recovery",1,2,1,16,"Sepi44",1000000000,4
"2302",3,"8w","PBS_fed_Sepi","FALSE",4,28,"Recovery",1,1,1,16,"Sepi44",1000000000,3
"2303",4,"8w","PBS_fed_Sepi","FALSE",4,28.2,"Recovery",1,1,1,16,"Sepi44",1000000000,3
"2304",5,"8w","PBS_fed_Sepi","FALSE",4,21.9,"Recovery",1,2,1,16,"Sepi44",1000000000,4
"2305",1,"8w","Lacto_fed_Sepi","FALSE",4,40.4,"Recovery",1,2,1,16,"Sepi44",1000000000,4
"2306",2,"8w","Lacto_fed_Sepi","FALSE",4,40.7,"Recovery",2,2,1,16,"Sepi44",1000000000,5
"2307",3,"8w","Lacto_fed_Sepi","FALSE",4,15.2,"Recovery",1,0,0,16,"Sepi44",1000000000,1
"2308",4,"8w","Lacto_fed_Sepi","FALSE",4,24.4,"Recovery",1,1,1,16,"Sepi44",1000000000,3
"2309",5,"8w","Lacto_fed_Sepi","FALSE",4,25.5,"Recovery",0,1,0,16,"L_reuteri",100000000,1
"2310",1,"8w","Lacto_fed_Lacto","FALSE",4,36.7,"Recovery",1,2,0,16,"L_reuteri",100000000,3
"2311",2,"8w","Lacto_fed_Lacto","FALSE",4,37.4,"Recovery",0,1,0,16,"L_reuteri",100000000,1
"2312",3,"8w","Lacto_fed_Lacto","FALSE",4,24.4,"Recovery",0,1,0,16,"L_reuteri",100000000,1
"2313",4,"8w","Lacto_fed_Lacto","FALSE",4,28.4,"Recovery",0,1,1,16,"L_reuteri",100000000,2
"2314",5,"8w","Lacto_fed_Lacto","FALSE",4,15.5,"Recovery",0,1,0,16,"L_reuteri",100000000,1
"2315",1,"8w","PBS","FALSE",0,24.4,"Baseline",NA,NA,NA,17,"PBS",0,NA
"2316",2,"8w","PBS","FALSE",0,15.6,"Baseline",NA,NA,NA,17,"PBS",0,NA
"2317",3,"8w","PBS","FALSE",0,10.5,"Baseline",NA,NA,NA,17,"PBS",0,NA
"2318",4,"8w","PBS","FALSE",0,11.5,"Baseline",NA,NA,NA,17,"PBS",0,NA
"2319",5,"8w","PBS","FALSE",0,7.7,"Baseline",NA,NA,NA,17,"PBS",0,NA
"2320",1,"8w","Sepi_HeatKilled","FALSE",0,8.5,"Baseline",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2321",2,"8w","Sepi_HeatKilled","FALSE",0,10.8,"Baseline",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2322",3,"8w","Sepi_HeatKilled","FALSE",0,6.9,"Baseline",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2323",4,"8w","Sepi_HeatKilled","FALSE",0,7.7,"Baseline",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2324",5,"8w","Sepi_HeatKilled","FALSE",0,5.8,"Baseline",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2325",1,"8w","Sepi44","FALSE",0,12.1,"Baseline",NA,NA,NA,17,"Sepi44",1000000000,NA
"2326",2,"8w","Sepi44","FALSE",0,13.1,"Baseline",NA,NA,NA,17,"Sepi44",1000000000,NA
"2327",3,"8w","Sepi44","FALSE",0,11.6,"Baseline",NA,NA,NA,17,"Sepi44",1000000000,NA
"2328",4,"8w","Sepi44","FALSE",0,6.8,"Baseline",NA,NA,NA,17,"Sepi44",1000000000,NA
"2329",5,"8w","Sepi44","FALSE",0,8.3,"Baseline",NA,NA,NA,17,"Sepi44",1000000000,NA
"2330",1,"8w","Shominis930","FALSE",0,12.6,"Baseline",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2331",2,"8w","Shominis930","FALSE",0,10.1,"Baseline",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2332",3,"8w","Shominis930","FALSE",0,9.2,"Baseline",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2333",4,"8w","Shominis930","FALSE",0,8.6,"Baseline",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2334",5,"8w","Shominis930","FALSE",0,9.1,"Baseline",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2335",1,"8w","PBS","FALSE",0,58.7,"Tapestrip",NA,NA,NA,17,"PBS",0,NA
"2336",2,"8w","PBS","FALSE",0,68.9,"Tapestrip",NA,NA,NA,17,"PBS",0,NA
"2337",3,"8w","PBS","FALSE",0,70.2,"Tapestrip",NA,NA,NA,17,"PBS",0,NA
"2338",4,"8w","PBS","FALSE",0,66.6,"Tapestrip",NA,NA,NA,17,"PBS",0,NA
"2339",5,"8w","PBS","FALSE",0,66.4,"Tapestrip",NA,NA,NA,17,"PBS",0,NA
"2340",1,"8w","Sepi_HeatKilled","FALSE",0,67.3,"Tapestrip",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2341",2,"8w","Sepi_HeatKilled","FALSE",0,74,"Tapestrip",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2342",3,"8w","Sepi_HeatKilled","FALSE",0,37.1,"Tapestrip",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2343",4,"8w","Sepi_HeatKilled","FALSE",0,46.4,"Tapestrip",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2344",5,"8w","Sepi_HeatKilled","FALSE",0,65.9,"Tapestrip",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2345",1,"8w","Sepi44","FALSE",0,70,"Tapestrip",NA,NA,NA,17,"Sepi44",1000000000,NA
"2346",2,"8w","Sepi44","FALSE",0,74.5,"Tapestrip",NA,NA,NA,17,"Sepi44",1000000000,NA
"2347",3,"8w","Sepi44","FALSE",0,70.7,"Tapestrip",NA,NA,NA,17,"Sepi44",1000000000,NA
"2348",4,"8w","Sepi44","FALSE",0,69.3,"Tapestrip",NA,NA,NA,17,"Sepi44",1000000000,NA
"2349",5,"8w","Sepi44","FALSE",0,72.7,"Tapestrip",NA,NA,NA,17,"Sepi44",1000000000,NA
"2350",1,"8w","Shominis930","FALSE",0,70.5,"Tapestrip",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2351",2,"8w","Shominis930","FALSE",0,80.6,"Tapestrip",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2352",3,"8w","Shominis930","FALSE",0,77.4,"Tapestrip",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2353",4,"8w","Shominis930","FALSE",0,77.8,"Tapestrip",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2354",5,"8w","Shominis930","FALSE",0,67.7,"Tapestrip",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2355",1,"8w","PBS","FALSE",1,51.8,"Recovery",NA,NA,NA,17,"PBS",0,NA
"2356",2,"8w","PBS","FALSE",1,79.3,"Recovery",NA,NA,NA,17,"PBS",0,NA
"2357",3,"8w","PBS","FALSE",1,76.8,"Recovery",NA,NA,NA,17,"PBS",0,NA
"2358",4,"8w","PBS","FALSE",1,50.2,"Recovery",NA,NA,NA,17,"PBS",0,NA
"2359",5,"8w","PBS","FALSE",1,53.8,"Recovery",NA,NA,NA,17,"PBS",0,NA
"2360",1,"8w","Sepi_HeatKilled","FALSE",1,74.8,"Recovery",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2361",2,"8w","Sepi_HeatKilled","FALSE",1,64,"Recovery",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2362",3,"8w","Sepi_HeatKilled","FALSE",1,NA,"Recovery",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2363",4,"8w","Sepi_HeatKilled","FALSE",1,NA,"Recovery",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2364",5,"8w","Sepi_HeatKilled","FALSE",1,51.5,"Recovery",NA,NA,NA,17,"Sepi_HeatKilled",1000000000,NA
"2365",1,"8w","Sepi44","FALSE",1,70.4,"Recovery",NA,NA,NA,17,"Sepi44",1000000000,NA
"2366",2,"8w","Sepi44","FALSE",1,73,"Recovery",NA,NA,NA,17,"Sepi44",1000000000,NA
"2367",3,"8w","Sepi44","FALSE",1,62.6,"Recovery",NA,NA,NA,17,"Sepi44",1000000000,NA
"2368",4,"8w","Sepi44","FALSE",1,39.6,"Recovery",NA,NA,NA,17,"Sepi44",1000000000,NA
"2369",5,"8w","Sepi44","FALSE",1,71,"Recovery",NA,NA,NA,17,"Sepi44",1000000000,NA
"2370",1,"8w","Shominis930","FALSE",1,59,"Recovery",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2371",2,"8w","Shominis930","FALSE",1,68,"Recovery",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2372",3,"8w","Shominis930","FALSE",1,81.1,"Recovery",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2373",4,"8w","Shominis930","FALSE",1,63,"Recovery",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2374",5,"8w","Shominis930","FALSE",1,78.1,"Recovery",NA,NA,NA,17,"Staph_hominis930",1000000000,NA
"2375",1,"8w","PBS","FALSE",2,37.6,"Recovery",2,2,2,17,"PBS",0,6
"2376",2,"8w","PBS","FALSE",2,60.4,"Recovery",2,3,2,17,"PBS",0,7
"2377",3,"8w","PBS","FALSE",2,48.4,"Recovery",2,2,2,17,"PBS",0,6
"2378",4,"8w","PBS","FALSE",2,30.6,"Recovery",1,2,1,17,"PBS",0,4
"2379",5,"8w","PBS","FALSE",2,54,"Recovery",1,2,1,17,"PBS",0,4
"2380",1,"8w","Sepi_HeatKilled","FALSE",2,64.6,"Recovery",1,3,1,17,"Sepi_HeatKilled",1000000000,5
"2381",2,"8w","Sepi_HeatKilled","FALSE",2,46.1,"Recovery",0,1,0,17,"Sepi_HeatKilled",1000000000,1
"2382",3,"8w","Sepi_HeatKilled","FALSE",2,NA,"Recovery",0,0,0,17,"Sepi_HeatKilled",1000000000,0
"2383",4,"8w","Sepi_HeatKilled","FALSE",2,NA,"Recovery",0,1,0,17,"Sepi_HeatKilled",1000000000,1
"2384",5,"8w","Sepi_HeatKilled","FALSE",2,54.2,"Recovery",1,1,1,17,"Sepi_HeatKilled",1000000000,3
"2385",1,"8w","Sepi44","FALSE",2,46.8,"Recovery",1,2,1,17,"Sepi44",1000000000,4
"2386",2,"8w","Sepi44","FALSE",2,52.7,"Recovery",2,2,1,17,"Sepi44",1000000000,5
"2387",3,"8w","Sepi44","FALSE",2,60.4,"Recovery",1,3,2,17,"Sepi44",1000000000,6
"2388",4,"8w","Sepi44","FALSE",2,38.6,"Recovery",0,2,0,17,"Sepi44",1000000000,2
"2389",5,"8w","Sepi44","FALSE",2,54.3,"Recovery",1,2,2,17,"Sepi44",1000000000,5
"2390",1,"8w","Shominis930","FALSE",2,50.5,"Recovery",1,2,1,17,"Staph_hominis930",1000000000,4
"2391",2,"8w","Shominis930","FALSE",2,64.4,"Recovery",1,2,1,17,"Staph_hominis930",1000000000,4
"2392",3,"8w","Shominis930","FALSE",2,71.9,"Recovery",2,3,2,17,"Staph_hominis930",1000000000,7
"2393",4,"8w","Shominis930","FALSE",2,46.7,"Recovery",1,2,1,17,"Staph_hominis930",1000000000,4
"2394",5,"8w","Shominis930","FALSE",2,52.9,"Recovery",1,2,2,17,"Staph_hominis930",1000000000,5
"2395",1,"8w","PBS","FALSE",3,33.1,"Recovery",1,2,1,17,"PBS",0,4
"2396",2,"8w","PBS","FALSE",3,30.8,"Recovery",1,2,2,17,"PBS",0,5
"2397",3,"8w","PBS","FALSE",3,32.5,"Recovery",1,1,1,17,"PBS",0,3
"2398",4,"8w","PBS","FALSE",3,25.9,"Recovery",0,2,1,17,"PBS",0,3
"2399",5,"8w","PBS","FALSE",3,37.2,"Recovery",2,2,1,17,"PBS",0,5
"2400",1,"8w","Sepi_HeatKilled","FALSE",3,49.6,"Recovery",2,2,1,17,"Sepi_HeatKilled",1000000000,5
"2401",2,"8w","Sepi_HeatKilled","FALSE",3,23.3,"Recovery",1,0,0,17,"Sepi_HeatKilled",1000000000,1
"2402",3,"8w","Sepi_HeatKilled","FALSE",3,NA,"Recovery",0,0,0,17,"Sepi_HeatKilled",1000000000,0
"2403",4,"8w","Sepi_HeatKilled","FALSE",3,NA,"Recovery",0,0,0,17,"Sepi_HeatKilled",1000000000,0
"2404",5,"8w","Sepi_HeatKilled","FALSE",3,28.8,"Recovery",1,2,1,17,"Sepi_HeatKilled",1000000000,4
"2405",1,"8w","Shominis930","FALSE",3,29.9,"Recovery",1,2,1,17,"Staph_hominis930",1000000000,4
"2406",2,"8w","Shominis930","FALSE",3,31.4,"Recovery",1,2,1,17,"Staph_hominis930",1000000000,4
"2407",3,"8w","Shominis930","FALSE",3,45.6,"Recovery",2,3,2,17,"Staph_hominis930",1000000000,7
"2408",4,"8w","Shominis930","FALSE",3,22.6,"Recovery",1,1,1,17,"Staph_hominis930",1000000000,3
"2409",5,"8w","Shominis930","FALSE",3,32,"Recovery",0,2,1,17,"Staph_hominis930",1000000000,3
"2410",1,"8w","Sepi44","FALSE",3,33.6,"Recovery",1,2,1,17,"Sepi44",1000000000,4
"2411",2,"8w","Sepi44","FALSE",3,37.9,"Recovery",1,2,1,17,"Sepi44",1000000000,4
"2412",3,"8w","Sepi44","FALSE",3,36.9,"Recovery",2,3,1,17,"Sepi44",1000000000,6
"2413",4,"8w","Sepi44","FALSE",3,26.4,"Recovery",0,2,0,17,"Sepi44",1000000000,2
"2414",5,"8w","Sepi44","FALSE",3,39.7,"Recovery",1,2,1,17,"Sepi44",1000000000,4
"2415",1,"8w","PBS","FALSE",4,28.6,"Recovery",1,1,1,17,"PBS",0,3
"2416",2,"8w","PBS","FALSE",4,13.1,"Recovery",1,2,1,17,"PBS",0,4
"2417",3,"8w","PBS","FALSE",4,30.2,"Recovery",1,2,0,17,"PBS",0,3
"2418",4,"8w","PBS","FALSE",4,19.8,"Recovery",1,2,0,17,"PBS",0,3
"2419",5,"8w","PBS","FALSE",4,16.7,"Recovery",1,1,1,17,"PBS",0,3
"2420",1,"8w","Sepi_HeatKilled","FALSE",4,32.2,"Recovery",1,2,1,17,"Sepi_HeatKilled",1000000000,4
"2421",2,"8w","Sepi_HeatKilled","FALSE",4,11,"Recovery",0,0,0,17,"Sepi_HeatKilled",1000000000,0
"2422",3,"8w","Sepi_HeatKilled","FALSE",4,NA,"Recovery",0,0,0,17,"Sepi_HeatKilled",1000000000,0
"2423",4,"8w","Sepi_HeatKilled","FALSE",4,NA,"Recovery",0,0,0,17,"Sepi_HeatKilled",1000000000,0
"2424",5,"8w","Sepi_HeatKilled","FALSE",4,23.4,"Recovery",1,1,1,17,"Sepi_HeatKilled",1000000000,3
"2425",1,"8w","Sepi44","FALSE",4,18.7,"Recovery",0,1,0,17,"Sepi44",1000000000,1
"2426",2,"8w","Sepi45","FALSE",4,26,"Recovery",1,2,1,17,"Sepi44",1000000000,4
