"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1315","d4","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","4/314","18/23006",8.9563568085171e-05,0.000554693953888314,0.000274206420466944,"ENSMUSG00000005779/ENSMUSG00000030751/ENSMUSG00000023992/ENSMUSG00000063856",4
"1316","d4","GO:0019430","removal of superoxide radicals","4/314","18/23006",8.9563568085171e-05,0.000554693953888314,0.000274206420466944,"ENSMUSG00000005161/ENSMUSG00000037580/ENSMUSG00000022982/ENSMUSG00000028691",4
"1317","d4","GO:0039535","regulation of RIG-I signaling pathway","4/314","18/23006",8.9563568085171e-05,0.000554693953888314,0.000274206420466944,"ENSMUSG00000055204/ENSMUSG00000041560/ENSMUSG00000033107/ENSMUSG00000020124",4
"1318","d4","GO:0061042","vascular wound healing","4/314","18/23006",8.9563568085171e-05,0.000554693953888314,0.000274206420466944,"ENSMUSG00000025701/ENSMUSG00000021109/ENSMUSG00000020484/ENSMUSG00000045382",4
"1319","d4","GO:0070486","leukocyte aggregation","4/314","18/23006",8.9563568085171e-05,0.000554693953888314,0.000274206420466944,"ENSMUSG00000056071/ENSMUSG00000056054/ENSMUSG00000060803/ENSMUSG00000055447",4
"1320","d4","GO:1903376","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","4/314","18/23006",8.9563568085171e-05,0.000554693953888314,0.000274206420466944,"ENSMUSG00000028964/ENSMUSG00000023992/ENSMUSG00000021109/ENSMUSG00000006932",4
"1321","d4","GO:2001267","regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","4/314","18/23006",8.9563568085171e-05,0.000554693953888314,0.000274206420466944,"ENSMUSG00000003873/ENSMUSG00000028964/ENSMUSG00000037613/ENSMUSG00000026879",4
"1322","d4","GO:1902414","protein localization to cell junction","9/314","133/23006",9.07915244376788e-05,0.000561575375093287,0.00027760816995982,"ENSMUSG00000030805/ENSMUSG00000004951/ENSMUSG00000006740/ENSMUSG00000029580/ENSMUSG00000031696/ENSMUSG00000062825/ENSMUSG00000054693/ENSMUSG00000031990/ENSMUSG00000038235",9
"1323","d4","GO:0031668","cellular response to extracellular stimulus","13/314","269/23006",9.09332275309427e-05,0.000561728909400656,0.000277684067835662,"ENSMUSG00000027695/ENSMUSG00000000326/ENSMUSG00000045983/ENSMUSG00000016534/ENSMUSG00000027962/ENSMUSG00000053158/ENSMUSG00000052684/ENSMUSG00000020484/ENSMUSG00000028991/ENSMUSG00000021876/ENSMUSG00000050310/ENSMUSG00000059552/ENSMUSG00000055024",13
"1324","d4","GO:0045185","maintenance of protein location","8/314","104/23006",9.11862842184871e-05,0.000562569039735622,0.000278099376367983,"ENSMUSG00000002778/ENSMUSG00000029390/ENSMUSG00000028466/ENSMUSG00000028964/ENSMUSG00000027204/ENSMUSG00000039456/ENSMUSG00000021025/ENSMUSG00000026879",8
"1325","d4","GO:0046638","positive regulation of alpha-beta T cell differentiation","6/314","54/23006",9.17427442068716e-05,0.000565276446997725,0.000279437751248191,"ENSMUSG00000030748/ENSMUSG00000115338/ENSMUSG00000043505/ENSMUSG00000007815/ENSMUSG00000049103/ENSMUSG00000022488",6
"1326","d4","GO:0007043","cell-cell junction assembly","10/314","165/23006",9.41460735670061e-05,0.000577862106721624,0.000285659323843158,"ENSMUSG00000020681/ENSMUSG00000005103/ENSMUSG00000029580/ENSMUSG00000022475/ENSMUSG00000062825/ENSMUSG00000006932/ENSMUSG00000007815/ENSMUSG00000025809/ENSMUSG00000031990/ENSMUSG00000038235",10
"1327","d4","GO:0009199","ribonucleoside triphosphate metabolic process","10/314","165/23006",9.41460735670061e-05,0.000577862106721624,0.000285659323843158,"ENSMUSG00000020857/ENSMUSG00000115338/ENSMUSG00000037601/ENSMUSG00000015656/ENSMUSG00000023992/ENSMUSG00000005686/ENSMUSG00000028455/ENSMUSG00000004040/ENSMUSG00000007815/ENSMUSG00000021764",10
"1328","d4","GO:0010977","negative regulation of neuron projection development","10/314","165/23006",9.41460735670061e-05,0.000577862106721624,0.000285659323843158,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000000861/ENSMUSG00000040249/ENSMUSG00000032011/ENSMUSG00000013236/ENSMUSG00000026728/ENSMUSG00000007815/ENSMUSG00000068220/ENSMUSG00000060802",10
"1329","d4","GO:0062012","regulation of small molecule metabolic process","16/314","389/23006",9.8453152931477e-05,0.000603527873710049,0.000298346893349011,"ENSMUSG00000018501/ENSMUSG00000027613/ENSMUSG00000000326/ENSMUSG00000026385/ENSMUSG00000028964/ENSMUSG00000023992/ENSMUSG00000022982/ENSMUSG00000021109/ENSMUSG00000020108/ENSMUSG00000028991/ENSMUSG00000004040/ENSMUSG00000059552/ENSMUSG00000026313/ENSMUSG00000028163/ENSMUSG00000055024/ENSMUSG00000030717",16
"1330","d4","GO:0008064","regulation of actin polymerization or depolymerization","10/314","166/23006",9.89916597855923e-05,0.000604515777547086,0.000298835251970951,"ENSMUSG00000001847/ENSMUSG00000058587/ENSMUSG00000005103/ENSMUSG00000015766/ENSMUSG00000028991/ENSMUSG00000007815/ENSMUSG00000050310/ENSMUSG00000022488/ENSMUSG00000026879/ENSMUSG00000029106",10
"1331","d4","GO:1900180","regulation of protein localization to nucleus","10/314","166/23006",9.89916597855923e-05,0.000604515777547086,0.000298835251970951,"ENSMUSG00000022548/ENSMUSG00000028964/ENSMUSG00000021270/ENSMUSG00000030341/ENSMUSG00000020484/ENSMUSG00000028991/ENSMUSG00000055024/ENSMUSG00000027843/ENSMUSG00000035413/ENSMUSG00000039239",10
"1332","d4","GO:2000045","regulation of G1/S transition of mitotic cell cycle","10/314","166/23006",9.89916597855923e-05,0.000604515777547086,0.000298835251970951,"ENSMUSG00000000902/ENSMUSG00000031446/ENSMUSG00000022018/ENSMUSG00000045983/ENSMUSG00000029580/ENSMUSG00000055204/ENSMUSG00000037935/ENSMUSG00000059552/ENSMUSG00000004266/ENSMUSG00000041324",10
"1333","d4","GO:0055074","calcium ion homeostasis","15/314","349/23006",9.99341795183224e-05,0.000609497039041951,0.000301297679899617,"ENSMUSG00000042682/ENSMUSG00000003873/ENSMUSG00000001175/ENSMUSG00000030470/ENSMUSG00000026385/ENSMUSG00000032011/ENSMUSG00000020849/ENSMUSG00000006519/ENSMUSG00000028455/ENSMUSG00000023010/ENSMUSG00000049103/ENSMUSG00000032966/ENSMUSG00000059518/ENSMUSG00000004266/ENSMUSG00000039239",15
"1334","d4","GO:0055001","muscle cell development","12/314","235/23006",0.000100623277068363,0.00061292201469018,0.000302990776256814,"ENSMUSG00000020612/ENSMUSG00000058587/ENSMUSG00000030470/ENSMUSG00000024529/ENSMUSG00000005103/ENSMUSG00000001751/ENSMUSG00000063856/ENSMUSG00000062825/ENSMUSG00000028991/ENSMUSG00000026313/ENSMUSG00000025809/ENSMUSG00000055024",12
"1335","d4","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","6/314","55/23006",0.000101806908539484,0.000617960895205439,0.000305481687469321,"ENSMUSG00000030748/ENSMUSG00000075376/ENSMUSG00000022488/ENSMUSG00000004266/ENSMUSG00000006611/ENSMUSG00000020101",6
"1336","d4","GO:0032965","regulation of collagen biosynthetic process","6/314","55/23006",0.000101806908539484,0.000617960895205439,0.000305481687469321,"ENSMUSG00000022018/ENSMUSG00000026193/ENSMUSG00000026728/ENSMUSG00000029163/ENSMUSG00000055024/ENSMUSG00000041324",6
"1337","d4","GO:0035966","response to topologically incorrect protein","9/314","135/23006",0.000101836252393406,0.000617960895205439,0.000305481687469321,"ENSMUSG00000003873/ENSMUSG00000029390/ENSMUSG00000028466/ENSMUSG00000004951/ENSMUSG00000021270/ENSMUSG00000021702/ENSMUSG00000020484/ENSMUSG00000023010/ENSMUSG00000014905",9
"1338","d4","GO:0070588","calcium ion transmembrane transport","15/314","350/23006",0.000103145240731215,0.000624684457155923,0.000308805401099704,"ENSMUSG00000003873/ENSMUSG00000001175/ENSMUSG00000064210/ENSMUSG00000026385/ENSMUSG00000032011/ENSMUSG00000020849/ENSMUSG00000006519/ENSMUSG00000043505/ENSMUSG00000023010/ENSMUSG00000032966/ENSMUSG00000004266/ENSMUSG00000027843/ENSMUSG00000020573/ENSMUSG00000028525/ENSMUSG00000039239",15
"1339","d4","GO:0043627","response to estrogen","7/314","79/23006",0.000103204215352019,0.000624684457155923,0.000308805401099704,"ENSMUSG00000031740/ENSMUSG00000005413/ENSMUSG00000006932/ENSMUSG00000047139/ENSMUSG00000078945/ENSMUSG00000055024/ENSMUSG00000039239",7
"1340","d4","GO:0051100","negative regulation of binding","10/314","167/23006",0.000104046826648304,0.000628992514304089,0.000310935038391556,"ENSMUSG00000003873/ENSMUSG00000020681/ENSMUSG00000028964/ENSMUSG00000052684/ENSMUSG00000029580/ENSMUSG00000005413/ENSMUSG00000023010/ENSMUSG00000032369/ENSMUSG00000060802/ENSMUSG00000006611",10
"1341","d4","GO:0003205","cardiac chamber development","11/314","201/23006",0.000106095298847724,0.000640570359625832,0.000316658409811311,"ENSMUSG00000040249/ENSMUSG00000001751/ENSMUSG00000024990/ENSMUSG00000021109/ENSMUSG00000029287/ENSMUSG00000035247/ENSMUSG00000006932/ENSMUSG00000059552/ENSMUSG00000032966/ENSMUSG00000045382/ENSMUSG00000039239",11
"1342","d4","GO:0010574","regulation of vascular endothelial growth factor production","5/314","35/23006",0.000106431699992628,0.000640990914993194,0.000316866306402006,"ENSMUSG00000021109/ENSMUSG00000024927/ENSMUSG00000023175/ENSMUSG00000049103/ENSMUSG00000029648",5
"1343","d4","GO:0090279","regulation of calcium ion import","5/314","35/23006",0.000106431699992628,0.000640990914993194,0.000316866306402006,"ENSMUSG00000020681/ENSMUSG00000050335/ENSMUSG00000061353/ENSMUSG00000006932/ENSMUSG00000045382",5
"1344","d4","GO:0031669","cellular response to nutrient levels","12/314","237/23006",0.000109005806592543,0.000655671973071043,0.000324123714484382,"ENSMUSG00000027695/ENSMUSG00000000326/ENSMUSG00000045983/ENSMUSG00000016534/ENSMUSG00000053158/ENSMUSG00000052684/ENSMUSG00000020484/ENSMUSG00000028991/ENSMUSG00000021876/ENSMUSG00000050310/ENSMUSG00000059552/ENSMUSG00000055024",12
"1345","d4","GO:0006469","negative regulation of protein kinase activity","11/314","202/23006",0.000110866130893828,0.000666028281344672,0.000329243233457065,"ENSMUSG00000020612/ENSMUSG00000028964/ENSMUSG00000004951/ENSMUSG00000032011/ENSMUSG00000060803/ENSMUSG00000071866/ENSMUSG00000062515/ENSMUSG00000029580/ENSMUSG00000024190/ENSMUSG00000004266/ENSMUSG00000027843",11
"1346","d4","GO:0046849","bone remodeling","8/314","107/23006",0.000111395058564222,0.000668370351385332,0.000330401008186411,"ENSMUSG00000001847/ENSMUSG00000024621/ENSMUSG00000028111/ENSMUSG00000024913/ENSMUSG00000032554/ENSMUSG00000006932/ENSMUSG00000045092/ENSMUSG00000026321",8
"1347","d4","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","7/314","80/23006",0.000111795165366666,0.000668381326857672,0.000330406433781844,"ENSMUSG00000019278/ENSMUSG00000028964/ENSMUSG00000063856/ENSMUSG00000036427/ENSMUSG00000004655/ENSMUSG00000078945/ENSMUSG00000055024",7
"1348","d4","GO:0045453","bone resorption","7/314","80/23006",0.000111795165366666,0.000668381326857672,0.000330406433781844,"ENSMUSG00000001847/ENSMUSG00000024621/ENSMUSG00000028111/ENSMUSG00000032554/ENSMUSG00000006932/ENSMUSG00000045092/ENSMUSG00000026321",7
"1349","d4","GO:0045579","positive regulation of B cell differentiation","4/314","19/23006",0.000112231321426163,0.000668381326857672,0.000330406433781844,"ENSMUSG00000115338/ENSMUSG00000020484/ENSMUSG00000000957/ENSMUSG00000022488",4
"1350","d4","GO:0060033","anatomical structure regression","4/314","19/23006",0.000112231321426163,0.000668381326857672,0.000330406433781844,"ENSMUSG00000024913/ENSMUSG00000056481/ENSMUSG00000037966/ENSMUSG00000029648",4
"1351","d4","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","4/314","19/23006",0.000112231321426163,0.000668381326857672,0.000330406433781844,"ENSMUSG00000021709/ENSMUSG00000024927/ENSMUSG00000021025/ENSMUSG00000027843",4
"1352","d4","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","4/314","19/23006",0.000112231321426163,0.000668381326857672,0.000330406433781844,"ENSMUSG00000028466/ENSMUSG00000028964/ENSMUSG00000020484/ENSMUSG00000023010",4
"1353","d4","GO:1902622","regulation of neutrophil migration","6/314","56/23006",0.000112728923278784,0.000670513867918116,0.000331460630328578,"ENSMUSG00000001847/ENSMUSG00000042682/ENSMUSG00000021702/ENSMUSG00000016024/ENSMUSG00000022488/ENSMUSG00000031990",6
"1354","d4","GO:0030832","regulation of actin filament length","10/314","169/23006",0.000114815092031662,0.000682078284677585,0.000337177363496793,"ENSMUSG00000001847/ENSMUSG00000058587/ENSMUSG00000005103/ENSMUSG00000015766/ENSMUSG00000028991/ENSMUSG00000007815/ENSMUSG00000050310/ENSMUSG00000022488/ENSMUSG00000026879/ENSMUSG00000029106",10
"1355","d4","GO:0019216","regulation of lipid metabolic process","16/314","395/23006",0.00011745939818207,0.0006960664212861,0.000344092234015097,"ENSMUSG00000022548/ENSMUSG00000018501/ENSMUSG00000027613/ENSMUSG00000009281/ENSMUSG00000026385/ENSMUSG00000037936/ENSMUSG00000023992/ENSMUSG00000022982/ENSMUSG00000043505/ENSMUSG00000028991/ENSMUSG00000028874/ENSMUSG00000029648/ENSMUSG00000039206/ENSMUSG00000028163/ENSMUSG00000056492/ENSMUSG00000020573",16
"1356","d4","GO:0060562","epithelial tube morphogenesis","16/314","395/23006",0.00011745939818207,0.0006960664212861,0.000344092234015097,"ENSMUSG00000029390/ENSMUSG00000028364/ENSMUSG00000026822/ENSMUSG00000061353/ENSMUSG00000024913/ENSMUSG00000021109/ENSMUSG00000032359/ENSMUSG00000035247/ENSMUSG00000000957/ENSMUSG00000006932/ENSMUSG00000028191/ENSMUSG00000023175/ENSMUSG00000007815/ENSMUSG00000029648/ENSMUSG00000045382/ENSMUSG00000039239",16
"1357","d4","GO:0051153","regulation of striated muscle cell differentiation","8/314","108/23006",0.000118901684747245,0.000703745685831603,0.000347888387962838,"ENSMUSG00000030470/ENSMUSG00000024621/ENSMUSG00000020484/ENSMUSG00000028991/ENSMUSG00000000957/ENSMUSG00000063415/ENSMUSG00000026313/ENSMUSG00000055024",8
"1358","d4","GO:0071347","cellular response to interleukin-1","7/314","81/23006",0.000120958310639295,0.000715037688723804,0.000353470456545464,"ENSMUSG00000040026/ENSMUSG00000026193/ENSMUSG00000055447/ENSMUSG00000024927/ENSMUSG00000035373/ENSMUSG00000028163/ENSMUSG00000021025",7
"1359","d4","GO:0002719","negative regulation of cytokine production involved in immune response","5/314","36/23006",0.000122226772010339,0.000718119640931162,0.000354993983306313,"ENSMUSG00000005413/ENSMUSG00000046718/ENSMUSG00000006611/ENSMUSG00000039239/ENSMUSG00000020101",5
"1360","d4","GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus","5/314","36/23006",0.000122226772010339,0.000718119640931162,0.000354993983306313,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000028964/ENSMUSG00000067212/ENSMUSG00000035929",5
"1361","d4","GO:0032817","regulation of natural killer cell proliferation","5/314","36/23006",0.000122226772010339,0.000718119640931162,0.000354993983306313,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000035929/ENSMUSG00000027843",5
"1362","d4","GO:0043304","regulation of mast cell degranulation","5/314","36/23006",0.000122226772010339,0.000718119640931162,0.000354993983306313,"ENSMUSG00000030748/ENSMUSG00000050732/ENSMUSG00000053158/ENSMUSG00000005413/ENSMUSG00000028874",5
"1363","d4","GO:1901889","negative regulation of cell junction assembly","5/314","36/23006",0.000122226772010339,0.000718119640931162,0.000354993983306313,"ENSMUSG00000022548/ENSMUSG00000020681/ENSMUSG00000040249/ENSMUSG00000000957/ENSMUSG00000007815",5
"1364","d4","GO:0006913","nucleocytoplasmic transport","15/314","356/23006",0.000124369074544319,0.000728924112512191,0.000360335046529561,"ENSMUSG00000022548/ENSMUSG00000027613/ENSMUSG00000028964/ENSMUSG00000003814/ENSMUSG00000015837/ENSMUSG00000021270/ENSMUSG00000020849/ENSMUSG00000030341/ENSMUSG00000020484/ENSMUSG00000004040/ENSMUSG00000059552/ENSMUSG00000021025/ENSMUSG00000055024/ENSMUSG00000027843/ENSMUSG00000054693",15
"1365","d4","GO:0051169","nuclear transport","15/314","356/23006",0.000124369074544319,0.000728924112512191,0.000360335046529561,"ENSMUSG00000022548/ENSMUSG00000027613/ENSMUSG00000028964/ENSMUSG00000003814/ENSMUSG00000015837/ENSMUSG00000021270/ENSMUSG00000020849/ENSMUSG00000030341/ENSMUSG00000020484/ENSMUSG00000004040/ENSMUSG00000059552/ENSMUSG00000021025/ENSMUSG00000055024/ENSMUSG00000027843/ENSMUSG00000054693",15
"1366","d4","GO:0031648","protein destabilization","6/314","57/23006",0.000124560774645973,0.000729158444517106,0.000360450885795192,"ENSMUSG00000020484/ENSMUSG00000031696/ENSMUSG00000032359/ENSMUSG00000028991/ENSMUSG00000055024/ENSMUSG00000026879",6
"1367","d4","GO:0016525","negative regulation of angiogenesis","8/314","109/23006",0.00012682130393769,0.000741488061708681,0.000366545886781105,"ENSMUSG00000022018/ENSMUSG00000042286/ENSMUSG00000025701/ENSMUSG00000006932/ENSMUSG00000029163/ENSMUSG00000049103/ENSMUSG00000029648/ENSMUSG00000039239",8
"1368","d4","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","9/314","139/23006",0.000127325268992548,0.00074353006412902,0.000367555326617868,"ENSMUSG00000040249/ENSMUSG00000024529/ENSMUSG00000020484/ENSMUSG00000029287/ENSMUSG00000027204/ENSMUSG00000029163/ENSMUSG00000059552/ENSMUSG00000020124/ENSMUSG00000055024",9
"1369","d4","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","7/314","82/23006",0.000130721982672379,0.000762439136800306,0.000376902803898261,"ENSMUSG00000030805/ENSMUSG00000003873/ENSMUSG00000028964/ENSMUSG00000037613/ENSMUSG00000050335/ENSMUSG00000063856/ENSMUSG00000005413",7
"1370","d4","GO:0034332","adherens junction organization","6/314","58/23006",0.000137356239144055,0.000798227430866174,0.000394594325396972,"ENSMUSG00000006699/ENSMUSG00000029580/ENSMUSG00000006932/ENSMUSG00000054693/ENSMUSG00000031990/ENSMUSG00000029106",6
"1371","d4","GO:0051496","positive regulation of stress fiber assembly","6/314","58/23006",0.000137356239144055,0.000798227430866174,0.000394594325396972,"ENSMUSG00000001847/ENSMUSG00000022018/ENSMUSG00000006699/ENSMUSG00000055447/ENSMUSG00000028991/ENSMUSG00000007815",6
"1372","d4","GO:0061900","glial cell activation","6/314","58/23006",0.000137356239144055,0.000798227430866174,0.000394594325396972,"ENSMUSG00000024621/ENSMUSG00000040249/ENSMUSG00000001751/ENSMUSG00000023992/ENSMUSG00000052684/ENSMUSG00000030560",6
"1373","d4","GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress","4/314","20/23006",0.000138786266089886,0.000802655589444035,0.000396783333415509,"ENSMUSG00000028964/ENSMUSG00000023992/ENSMUSG00000021109/ENSMUSG00000006932",4
"1374","d4","GO:0060099","regulation of phagocytosis, engulfment","4/314","20/23006",0.000138786266089886,0.000802655589444035,0.000396783333415509,"ENSMUSG00000064210/ENSMUSG00000023992/ENSMUSG00000016024/ENSMUSG00000022488",4
"1375","d4","GO:0071450","cellular response to oxygen radical","4/314","20/23006",0.000138786266089886,0.000802655589444035,0.000396783333415509,"ENSMUSG00000005161/ENSMUSG00000037580/ENSMUSG00000022982/ENSMUSG00000028691",4
"1376","d4","GO:0071451","cellular response to superoxide","4/314","20/23006",0.000138786266089886,0.000802655589444035,0.000396783333415509,"ENSMUSG00000005161/ENSMUSG00000037580/ENSMUSG00000022982/ENSMUSG00000028691",4
"1377","d4","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","5/314","37/23006",0.000139757187459514,0.00080439885380889,0.0003976450956144,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000035929/ENSMUSG00000006611",5
